# Reading C:/questasim64_10.4c/tcl/vsim/pref.tcl
# //  Questa Sim-64
# //  Version 10.4c win64 Jul 20 2015
# //
# //  Copyright 1991-2015 Mentor Graphics Corporation
# //  All Rights Reserved.
# //
# //  THIS WORK CONTAINS TRADE SECRET AND PROPRIETARY INFORMATION
# //  WHICH IS THE PROPERTY OF MENTOR GRAPHICS CORPORATION OR ITS
# //  LICENSORS AND IS SUBJECT TO LICENSE TERMS.
# //  THIS DOCUMENT CONTAINS TRADE SECRETS AND COMMERCIAL OR FINANCIAL
# //  INFORMATION THAT ARE PRIVILEGED, CONFIDENTIAL, AND EXEMPT FROM
# //  DISCLOSURE UNDER THE FREEDOM OF INFORMATION ACT, 5 U.S.C. SECTION 552.
# //  FURTHERMORE, THIS INFORMATION IS PROHIBITED FROM DISCLOSURE UNDER
# //  THE TRADE SECRETS ACT, 18 U.S.C. SECTION 1905.
# //
project open C:/Users/dpl19/OneDrive/Desktop/EE552/NOC/NOC
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @            884000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @            884000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @            884000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @            886000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @            888000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @            888000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @            890000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            892000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @            894000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            896000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @            900000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @            900000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @            900000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @            900000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @            902000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @            904000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @            904000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @            904000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @            906000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            908000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @            912000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @            912000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @            912000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @            914000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @            916000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @            916000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @            916000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @            918000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @            920000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            920000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @            922000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            924000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @            928000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @            928000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @            928000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @            928000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @            930000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @            932000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @            932000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @            932000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @            934000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            936000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @            940000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @            942000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @            942000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @            944000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @            946000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            948000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @            952000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            952000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @            956000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @            957000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =           957000000. Final result =  6417849371328512.
# Execution cycle=         10, Cycle Time=         86, 
# 
#     Average CycleTime=95.700000, Average Throughput=0.010449
# data_bucket starts complete_pe_tb.db                  957
# Start recieving in module complete_pe_tb.db. Simulation time =           957000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @            958000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @            958000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @            958000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @            958000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @            960000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @            962000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @            962000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @            966000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @            966000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            966000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @            970000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @            970000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @            970000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @            972000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @            974000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @            974000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @            976000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            978000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @            980000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            982000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @            986000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @            986000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @            986000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @            986000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @            988000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @            990000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @            990000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @            990000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @            992000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            994000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @            998000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @            998000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @            998000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1000000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @           1002000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @           1002000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1002000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1004000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @           1006000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1006000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @           1008000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1010000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1014000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @           1014000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @           1014000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1014000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1016000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @           1018000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @           1018000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1018000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1020000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1022000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1026000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1028000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @           1028000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1030000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1032000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1034000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @           1038000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1038000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @           1042000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @           1043000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =          1043000000. Final result =  6417849371328512.
# Execution cycle=         11, Cycle Time=         86, 
# 
#     Average CycleTime=94.818182, Average Throughput=0.010547
# data_bucket starts complete_pe_tb.db                 1043
# Start recieving in module complete_pe_tb.db. Simulation time =          1043000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @           1044000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @           1044000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @           1044000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @           1044000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @           1046000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @           1048000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @           1048000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @           1052000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @           1052000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1052000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @           1056000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @           1056000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @           1056000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @           1058000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @           1060000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @           1060000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @           1062000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1064000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @           1066000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1068000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1072000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @           1072000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @           1072000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1072000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1074000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @           1076000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @           1076000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1076000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1078000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1080000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @           1084000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @           1084000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1084000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1086000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @           1088000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @           1088000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1088000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1090000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @           1092000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1092000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @           1094000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1096000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1100000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @           1100000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @           1100000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1100000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1102000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @           1104000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @           1104000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1104000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1106000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1108000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1112000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1114000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @           1114000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1116000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1118000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1120000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @           1124000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1124000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @           1128000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @           1129000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =          1129000000. Final result =  6417849371328512.
# Execution cycle=         12, Cycle Time=         86, 
# 
#     Average CycleTime=94.083333, Average Throughput=0.010629
# data_bucket starts complete_pe_tb.db                 1129
# Start recieving in module complete_pe_tb.db. Simulation time =          1129000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @           1130000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @           1130000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @           1130000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @           1130000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @           1132000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @           1134000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @           1134000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @           1138000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @           1138000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1138000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @           1142000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @           1142000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @           1142000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @           1144000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @           1146000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @           1146000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @           1148000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1150000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @           1152000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1154000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1158000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @           1158000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @           1158000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1158000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1160000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @           1162000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @           1162000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1162000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1164000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1166000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @           1170000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @           1170000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1170000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1172000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @           1174000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @           1174000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1174000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1176000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @           1178000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1178000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @           1180000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1182000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1186000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @           1186000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @           1186000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1186000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1188000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @           1190000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @           1190000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1190000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1192000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1194000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1198000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1200000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @           1200000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1202000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1204000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1206000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @           1210000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1210000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @           1214000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @           1215000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =          1215000000. Final result =  6417849371328512.
# Execution cycle=         13, Cycle Time=         86, 
# 
#     Average CycleTime=93.461538, Average Throughput=0.010700
# data_bucket starts complete_pe_tb.db                 1215
# Start recieving in module complete_pe_tb.db. Simulation time =          1215000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @           1216000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @           1216000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @           1216000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @           1216000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @           1218000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @           1220000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @           1220000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @           1224000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @           1224000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1224000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @           1228000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @           1228000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @           1228000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @           1230000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @           1232000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @           1232000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @           1234000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1236000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @           1238000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1240000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1244000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @           1244000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @           1244000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1244000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1246000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @           1248000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @           1248000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1248000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1250000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1252000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @           1256000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @           1256000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1256000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1258000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @           1260000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @           1260000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1260000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1262000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @           1264000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1264000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @           1266000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1268000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @           1272000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @           1272000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @           1272000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @           1272000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @           1274000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @           1276000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @           1276000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @           1276000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @           1278000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1280000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @           1284000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @           1286000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @           1286000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @           1288000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @           1290000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @           1292000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @           1296000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @           1296000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @           1300000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @           1301000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =          1301000000. Final result =  6417849371328512.
# Execution cycle=         14, Cycle Time=         86, 
# 
#     Average CycleTime=92.928571, Average Throughput=0.010761
# data_bucket starts complete_pe_tb.db                 1301
# Start recieving in module complete_pe_tb.db. Simulation time =          1301000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @           1302000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @           1302000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @           1302000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @           1302000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @           1304000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @           1306000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @           1306000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @           1310000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @           1310000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @           1310000000
